,img_path,label,label_explain,category,category_label
30,../garbage_classify_v2/train_data_v2/img_41.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
31,../garbage_classify_v2/train_data_v2/img_42.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
32,../garbage_classify_v2/train_data_v2/img_44.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
33,../garbage_classify_v2/train_data_v2/img_47.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
34,../garbage_classify_v2/train_data_v2/img_48.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
35,../garbage_classify_v2/train_data_v2/img_49.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
36,../garbage_classify_v2/train_data_v2/img_51.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
37,../garbage_classify_v2/train_data_v2/img_52.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
38,../garbage_classify_v2/train_data_v2/img_53.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
39,../garbage_classify_v2/train_data_v2/img_54.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
40,../garbage_classify_v2/train_data_v2/img_56.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
41,../garbage_classify_v2/train_data_v2/img_58.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
42,../garbage_classify_v2/train_data_v2/img_60.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
43,../garbage_classify_v2/train_data_v2/img_61.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
44,../garbage_classify_v2/train_data_v2/img_63.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
45,../garbage_classify_v2/train_data_v2/img_65.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
46,../garbage_classify_v2/train_data_v2/img_68.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
47,../garbage_classify_v2/train_data_v2/img_69.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
48,../garbage_classify_v2/train_data_v2/img_74.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
49,../garbage_classify_v2/train_data_v2/img_75.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
50,../garbage_classify_v2/train_data_v2/img_76.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
51,../garbage_classify_v2/train_data_v2/img_77.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
52,../garbage_classify_v2/train_data_v2/img_78.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
53,../garbage_classify_v2/train_data_v2/img_79.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
54,../garbage_classify_v2/train_data_v2/img_80.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
55,../garbage_classify_v2/train_data_v2/img_81.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
56,../garbage_classify_v2/train_data_v2/img_82.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
57,../garbage_classify_v2/train_data_v2/img_83.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
58,../garbage_classify_v2/train_data_v2/img_84.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
59,../garbage_classify_v2/train_data_v2/img_86.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
60,../garbage_classify_v2/train_data_v2/img_87.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
61,../garbage_classify_v2/train_data_v2/img_88.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
62,../garbage_classify_v2/train_data_v2/img_89.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
63,../garbage_classify_v2/train_data_v2/img_91.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
64,../garbage_classify_v2/train_data_v2/img_92.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
65,../garbage_classify_v2/train_data_v2/img_93.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
66,../garbage_classify_v2/train_data_v2/img_96.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
67,../garbage_classify_v2/train_data_v2/img_97.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
68,../garbage_classify_v2/train_data_v2/img_98.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
69,../garbage_classify_v2/train_data_v2/img_100.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
70,../garbage_classify_v2/train_data_v2/img_101.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
71,../garbage_classify_v2/train_data_v2/img_104.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
72,../garbage_classify_v2/train_data_v2/img_106.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
73,../garbage_classify_v2/train_data_v2/img_110.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
74,../garbage_classify_v2/train_data_v2/img_111.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
75,../garbage_classify_v2/train_data_v2/img_112.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
76,../garbage_classify_v2/train_data_v2/img_113.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
77,../garbage_classify_v2/train_data_v2/img_115.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
78,../garbage_classify_v2/train_data_v2/img_116.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
79,../garbage_classify_v2/train_data_v2/img_117.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
80,../garbage_classify_v2/train_data_v2/img_118.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
81,../garbage_classify_v2/train_data_v2/img_119.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
82,../garbage_classify_v2/train_data_v2/img_120.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
83,../garbage_classify_v2/train_data_v2/img_121.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
84,../garbage_classify_v2/train_data_v2/img_123.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
85,../garbage_classify_v2/train_data_v2/img_124.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
86,../garbage_classify_v2/train_data_v2/img_125.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
87,../garbage_classify_v2/train_data_v2/img_126.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
88,../garbage_classify_v2/train_data_v2/img_127.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
89,../garbage_classify_v2/train_data_v2/img_128.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
90,../garbage_classify_v2/train_data_v2/img_131.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
91,../garbage_classify_v2/train_data_v2/img_132.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
92,../garbage_classify_v2/train_data_v2/img_134.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
93,../garbage_classify_v2/train_data_v2/img_135.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
94,../garbage_classify_v2/train_data_v2/img_137.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
95,../garbage_classify_v2/train_data_v2/img_138.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
96,../garbage_classify_v2/train_data_v2/img_139.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
97,../garbage_classify_v2/train_data_v2/img_140.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
98,../garbage_classify_v2/train_data_v2/img_141.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
99,../garbage_classify_v2/train_data_v2/img_143.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
100,../garbage_classify_v2/train_data_v2/img_145.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
101,../garbage_classify_v2/train_data_v2/img_150.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
102,../garbage_classify_v2/train_data_v2/img_152.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
103,../garbage_classify_v2/train_data_v2/img_153.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
104,../garbage_classify_v2/train_data_v2/img_155.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
105,../garbage_classify_v2/train_data_v2/img_156.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
106,../garbage_classify_v2/train_data_v2/img_157.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
107,../garbage_classify_v2/train_data_v2/img_158.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
108,../garbage_classify_v2/train_data_v2/img_159.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
109,../garbage_classify_v2/train_data_v2/img_160.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
110,../garbage_classify_v2/train_data_v2/img_161.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
111,../garbage_classify_v2/train_data_v2/img_162.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
112,../garbage_classify_v2/train_data_v2/img_163.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
113,../garbage_classify_v2/train_data_v2/img_165.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
114,../garbage_classify_v2/train_data_v2/img_166.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
115,../garbage_classify_v2/train_data_v2/img_167.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
116,../garbage_classify_v2/train_data_v2/img_171.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
117,../garbage_classify_v2/train_data_v2/img_173.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
118,../garbage_classify_v2/train_data_v2/img_175.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
119,../garbage_classify_v2/train_data_v2/img_176.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
120,../garbage_classify_v2/train_data_v2/img_177.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
121,../garbage_classify_v2/train_data_v2/img_178.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
122,../garbage_classify_v2/train_data_v2/img_179.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
123,../garbage_classify_v2/train_data_v2/img_182.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
124,../garbage_classify_v2/train_data_v2/img_183.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
125,../garbage_classify_v2/train_data_v2/img_184.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
126,../garbage_classify_v2/train_data_v2/img_187.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
127,../garbage_classify_v2/train_data_v2/img_188.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
128,../garbage_classify_v2/train_data_v2/img_190.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
129,../garbage_classify_v2/train_data_v2/img_191.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
130,../garbage_classify_v2/train_data_v2/img_193.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
131,../garbage_classify_v2/train_data_v2/img_194.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
132,../garbage_classify_v2/train_data_v2/img_195.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
133,../garbage_classify_v2/train_data_v2/img_196.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
134,../garbage_classify_v2/train_data_v2/img_197.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
135,../garbage_classify_v2/train_data_v2/img_198.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
136,../garbage_classify_v2/train_data_v2/img_205.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
137,../garbage_classify_v2/train_data_v2/img_209.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
138,../garbage_classify_v2/train_data_v2/img_210.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
139,../garbage_classify_v2/train_data_v2/img_211.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
140,../garbage_classify_v2/train_data_v2/img_213.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
141,../garbage_classify_v2/train_data_v2/img_218.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
142,../garbage_classify_v2/train_data_v2/img_220.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
143,../garbage_classify_v2/train_data_v2/img_223.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
144,../garbage_classify_v2/train_data_v2/img_224.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
145,../garbage_classify_v2/train_data_v2/img_225.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
146,../garbage_classify_v2/train_data_v2/img_226.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
147,../garbage_classify_v2/train_data_v2/img_228.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
148,../garbage_classify_v2/train_data_v2/img_229.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
149,../garbage_classify_v2/train_data_v2/img_231.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
150,../garbage_classify_v2/train_data_v2/img_232.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
151,../garbage_classify_v2/train_data_v2/img_233.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
152,../garbage_classify_v2/train_data_v2/img_234.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
153,../garbage_classify_v2/train_data_v2/img_235.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
154,../garbage_classify_v2/train_data_v2/img_236.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
155,../garbage_classify_v2/train_data_v2/img_237.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
156,../garbage_classify_v2/train_data_v2/img_238.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
157,../garbage_classify_v2/train_data_v2/img_240.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
158,../garbage_classify_v2/train_data_v2/img_241.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
159,../garbage_classify_v2/train_data_v2/img_242.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
160,../garbage_classify_v2/train_data_v2/img_244.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
161,../garbage_classify_v2/train_data_v2/img_245.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
162,../garbage_classify_v2/train_data_v2/img_247.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
163,../garbage_classify_v2/train_data_v2/img_248.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
164,../garbage_classify_v2/train_data_v2/img_249.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
165,../garbage_classify_v2/train_data_v2/img_251.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
166,../garbage_classify_v2/train_data_v2/img_253.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
167,../garbage_classify_v2/train_data_v2/img_256.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
168,../garbage_classify_v2/train_data_v2/img_257.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
169,../garbage_classify_v2/train_data_v2/img_260.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
170,../garbage_classify_v2/train_data_v2/img_261.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
171,../garbage_classify_v2/train_data_v2/img_262.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
172,../garbage_classify_v2/train_data_v2/img_264.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
173,../garbage_classify_v2/train_data_v2/img_265.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
174,../garbage_classify_v2/train_data_v2/img_266.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
175,../garbage_classify_v2/train_data_v2/img_269.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
176,../garbage_classify_v2/train_data_v2/img_270.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
177,../garbage_classify_v2/train_data_v2/img_271.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
178,../garbage_classify_v2/train_data_v2/img_272.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
179,../garbage_classify_v2/train_data_v2/img_273.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
180,../garbage_classify_v2/train_data_v2/img_274.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
181,../garbage_classify_v2/train_data_v2/img_275.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
182,../garbage_classify_v2/train_data_v2/img_276.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
183,../garbage_classify_v2/train_data_v2/img_277.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
184,../garbage_classify_v2/train_data_v2/img_278.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
185,../garbage_classify_v2/train_data_v2/img_280.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
186,../garbage_classify_v2/train_data_v2/img_283.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
187,../garbage_classify_v2/train_data_v2/img_284.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
188,../garbage_classify_v2/train_data_v2/img_288.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
189,../garbage_classify_v2/train_data_v2/img_292.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
190,../garbage_classify_v2/train_data_v2/img_293.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
191,../garbage_classify_v2/train_data_v2/img_297.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
192,../garbage_classify_v2/train_data_v2/img_299.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
193,../garbage_classify_v2/train_data_v2/img_300.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
194,../garbage_classify_v2/train_data_v2/img_301.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
195,../garbage_classify_v2/train_data_v2/img_303.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
196,../garbage_classify_v2/train_data_v2/img_304.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
197,../garbage_classify_v2/train_data_v2/img_305.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
198,../garbage_classify_v2/train_data_v2/img_309.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
199,../garbage_classify_v2/train_data_v2/img_310.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
200,../garbage_classify_v2/train_data_v2/img_312.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
201,../garbage_classify_v2/train_data_v2/img_315.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
202,../garbage_classify_v2/train_data_v2/img_316.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
203,../garbage_classify_v2/train_data_v2/img_317.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
204,../garbage_classify_v2/train_data_v2/img_318.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
205,../garbage_classify_v2/train_data_v2/img_319.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
206,../garbage_classify_v2/train_data_v2/img_320.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
207,../garbage_classify_v2/train_data_v2/img_321.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
208,../garbage_classify_v2/train_data_v2/img_322.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
209,../garbage_classify_v2/train_data_v2/img_323.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
210,../garbage_classify_v2/train_data_v2/img_324.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
211,../garbage_classify_v2/train_data_v2/img_325.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
212,../garbage_classify_v2/train_data_v2/img_327.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
213,../garbage_classify_v2/train_data_v2/img_328.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
214,../garbage_classify_v2/train_data_v2/img_330.jpg,0,其他垃圾/一次性快餐盒,其他垃圾,1
215,../garbage_classify_v2/train_data_v2/img_331.jpg,1,其他垃圾/污损塑料,其他垃圾,1
216,../garbage_classify_v2/train_data_v2/img_332.jpg,1,其他垃圾/污损塑料,其他垃圾,1
217,../garbage_classify_v2/train_data_v2/img_333.jpg,1,其他垃圾/污损塑料,其他垃圾,1
218,../garbage_classify_v2/train_data_v2/img_335.jpg,1,其他垃圾/污损塑料,其他垃圾,1
219,../garbage_classify_v2/train_data_v2/img_336.jpg,1,其他垃圾/污损塑料,其他垃圾,1
220,../garbage_classify_v2/train_data_v2/img_337.jpg,1,其他垃圾/污损塑料,其他垃圾,1
221,../garbage_classify_v2/train_data_v2/img_338.jpg,1,其他垃圾/污损塑料,其他垃圾,1
222,../garbage_classify_v2/train_data_v2/img_339.jpg,1,其他垃圾/污损塑料,其他垃圾,1
223,../garbage_classify_v2/train_data_v2/img_340.jpg,1,其他垃圾/污损塑料,其他垃圾,1
224,../garbage_classify_v2/train_data_v2/img_341.jpg,1,其他垃圾/污损塑料,其他垃圾,1
225,../garbage_classify_v2/train_data_v2/img_342.jpg,1,其他垃圾/污损塑料,其他垃圾,1
226,../garbage_classify_v2/train_data_v2/img_343.jpg,1,其他垃圾/污损塑料,其他垃圾,1
227,../garbage_classify_v2/train_data_v2/img_344.jpg,1,其他垃圾/污损塑料,其他垃圾,1
228,../garbage_classify_v2/train_data_v2/img_347.jpg,1,其他垃圾/污损塑料,其他垃圾,1
229,../garbage_classify_v2/train_data_v2/img_349.jpg,1,其他垃圾/污损塑料,其他垃圾,1
230,../garbage_classify_v2/train_data_v2/img_350.jpg,1,其他垃圾/污损塑料,其他垃圾,1
231,../garbage_classify_v2/train_data_v2/img_351.jpg,1,其他垃圾/污损塑料,其他垃圾,1
232,../garbage_classify_v2/train_data_v2/img_352.jpg,1,其他垃圾/污损塑料,其他垃圾,1
233,../garbage_classify_v2/train_data_v2/img_353.jpg,1,其他垃圾/污损塑料,其他垃圾,1
234,../garbage_classify_v2/train_data_v2/img_354.jpg,1,其他垃圾/污损塑料,其他垃圾,1
235,../garbage_classify_v2/train_data_v2/img_355.jpg,1,其他垃圾/污损塑料,其他垃圾,1
236,../garbage_classify_v2/train_data_v2/img_356.jpg,1,其他垃圾/污损塑料,其他垃圾,1
237,../garbage_classify_v2/train_data_v2/img_358.jpg,1,其他垃圾/污损塑料,其他垃圾,1
238,../garbage_classify_v2/train_data_v2/img_360.jpg,1,其他垃圾/污损塑料,其他垃圾,1
239,../garbage_classify_v2/train_data_v2/img_363.jpg,1,其他垃圾/污损塑料,其他垃圾,1
240,../garbage_classify_v2/train_data_v2/img_364.jpg,1,其他垃圾/污损塑料,其他垃圾,1
241,../garbage_classify_v2/train_data_v2/img_366.jpg,1,其他垃圾/污损塑料,其他垃圾,1
242,../garbage_classify_v2/train_data_v2/img_367.jpg,1,其他垃圾/污损塑料,其他垃圾,1
243,../garbage_classify_v2/train_data_v2/img_368.jpg,1,其他垃圾/污损塑料,其他垃圾,1
244,../garbage_classify_v2/train_data_v2/img_371.jpg,1,其他垃圾/污损塑料,其他垃圾,1
245,../garbage_classify_v2/train_data_v2/img_372.jpg,1,其他垃圾/污损塑料,其他垃圾,1
246,../garbage_classify_v2/train_data_v2/img_375.jpg,1,其他垃圾/污损塑料,其他垃圾,1
247,../garbage_classify_v2/train_data_v2/img_376.jpg,1,其他垃圾/污损塑料,其他垃圾,1
248,../garbage_classify_v2/train_data_v2/img_377.jpg,1,其他垃圾/污损塑料,其他垃圾,1
249,../garbage_classify_v2/train_data_v2/img_378.jpg,1,其他垃圾/污损塑料,其他垃圾,1
250,../garbage_classify_v2/train_data_v2/img_379.jpg,1,其他垃圾/污损塑料,其他垃圾,1
251,../garbage_classify_v2/train_data_v2/img_380.jpg,1,其他垃圾/污损塑料,其他垃圾,1
252,../garbage_classify_v2/train_data_v2/img_382.jpg,1,其他垃圾/污损塑料,其他垃圾,1
253,../garbage_classify_v2/train_data_v2/img_383.jpg,1,其他垃圾/污损塑料,其他垃圾,1
254,../garbage_classify_v2/train_data_v2/img_385.jpg,1,其他垃圾/污损塑料,其他垃圾,1
255,../garbage_classify_v2/train_data_v2/img_386.jpg,1,其他垃圾/污损塑料,其他垃圾,1
